NaiveBayes_FS=false_SMOTE=false,false,false,42,0,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,7,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,7,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,7,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,7,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,7,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,7,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,7,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,7,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,7,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,8,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,8,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,8,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,8,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,8,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,8,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,8,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,8,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,8,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,9,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,9,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,9,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,9,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,9,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,9,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,9,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,9,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,9,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
RandomForest_FS=false_SMOTE=false,false,false,42,0,1,0,9204,0,0000,0,9065,0,9055,0,8851,0,8121,0,3913
RandomForest_FS=false_SMOTE=false,false,false,42,0,2,0,9181,0,0000,0,8721,0,8823,0,9421,0,6627,1,0000
RandomForest_FS=false_SMOTE=false,false,false,42,0,3,0,8490,0,0000,0,8466,0,8453,0,9004,0,6869,0,3648
RandomForest_FS=false_SMOTE=false,false,false,42,0,4,0,8029,0,0000,0,7925,0,7890,0,8793,0,5784,0,4259
RandomForest_FS=false_SMOTE=false,false,false,42,0,5,0,8806,0,0000,0,8788,0,8796,0,9185,0,6869,0,7791
RandomForest_FS=false_SMOTE=false,false,false,42,0,6,0,7406,0,0000,0,5201,0,5649,0,5100,0,1018,1,0000
RandomForest_FS=false_SMOTE=false,false,false,42,0,7,0,9930,0,0000,0,7254,0,8339,0,7575,0,0361,1,0000
RandomForest_FS=false_SMOTE=false,false,false,42,0,8,0,9699,0,0000,0,6069,0,7320,0,7100,0,0549,1,0000
RandomForest_FS=false_SMOTE=false,false,false,42,0,9,0,9579,0,0000,0,7129,0,7981,0,8347,0,1528,1,0000
RandomForest_FS=false_SMOTE=false,false,false,42,1,1,0,9204,0,0000,0,9065,0,9055,0,8851,0,8121,0,3913
RandomForest_FS=false_SMOTE=false,false,false,42,1,2,0,9181,0,0000,0,8721,0,8823,0,9421,0,6627,1,0000
RandomForest_FS=false_SMOTE=false,false,false,42,1,3,0,8490,0,0000,0,8466,0,8453,0,9004,0,6869,0,3648
RandomForest_FS=false_SMOTE=false,false,false,42,1,4,0,8029,0,0000,0,7925,0,7890,0,8793,0,5784,0,4259
RandomForest_FS=false_SMOTE=false,false,false,42,1,5,0,8806,0,0000,0,8788,0,8796,0,9185,0,6869,0,7791
RandomForest_FS=false_SMOTE=false,false,false,42,1,6,0,7406,0,0000,0,5201,0,5649,0,5100,0,1018,1,0000
RandomForest_FS=false_SMOTE=false,false,false,42,1,7,0,9930,0,0000,0,7254,0,8339,0,7575,0,0361,1,0000
RandomForest_FS=false_SMOTE=false,false,false,42,1,8,0,9699,0,0000,0,6069,0,7320,0,7100,0,0549,1,0000
RandomForest_FS=false_SMOTE=false,false,false,42,1,9,0,9579,0,0000,0,7129,0,7981,0,8347,0,1528,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,0,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,1,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,2,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,3,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,4,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,5,0,8161,0,0000,0,8233,0,8065,0,9070,0,4663,0,5200
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,6,0,6484,0,0000,0,4709,0,5240,0,5332,-0,0679,0,4887
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,7,0,9886,0,0000,0,9499,0,9680,0,8869,0,0854,1,0000
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,8,0,9684,0,0000,0,9061,0,9322,0,9008,0,2237,0,8596
NaiveBayes_FS=false_SMOTE=false,false,false,42,5,9,0,9435,0,0000,0,8394,0,8815,0,8665,0,1853,0,8021
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,1,0,9192,0,0000,0,9056,0,9046,0,9195,0,8103,0,3773
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,2,0,8921,0,0000,0,8962,0,8932,0,9525,0,6423,0,6706
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,3,0,7834,0,0000,0,7782,0,7787,0,9179,0,5566,0,3453
NaiveBayes_FS=false_SMOTE=false,false,false,42,6,4,0,6941,0,0000,0,5962,0,5172,0,7933,0,1522,0,3346
